,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.41,0.5,0.88,0.4,0.48,0.48,0.0,0.46,0.58,0.6,0.83,0.35,0.57,0.36,0.0,0.32
beast-mcmc.csv,0.52,0.39,0.49,0.54,0.45,0.43,0.41,0.42,0.4,0.34,0.34,0.39,0.41,0.43,0.47,0.39
bigdata.csv,0.85,0.45,0.66,0.53,0.53,0.65,0.37,0.74,0.8,0.43,0.35,0.65,0.45,0.75,0.91,0.44
cuberok.csv,0.69,0.56,0.62,0.69,0.51,0.52,0.57,0.6,0.69,0.43,0.48,0.61,0.46,0.43,0.45,0.56
exist.csv,0.36,0.4,0.48,0.43,0.37,0.36,0.37,0.43,0.45,0.43,0.33,0.36,0.44,0.33,0.44,0.34
icescrum.csv,0.53,0.52,0.7,0.51,0.48,0.45,0.41,0.47,0.52,0.68,0.67,0.5,0.49,0.45,0.53,0.45
jbasic.csv,0.39,0.43,0.57,0.47,0.46,0.39,0.45,0.51,0.42,0.36,0.88,0.35,0.51,0.37,0.47,0.37
jrefactory.csv,0.44,0.49,0.53,0.56,0.53,0.68,0.39,0.63,0.53,0.96,0.41,0.65,0.61,0.36,0.57,0.47
jsecurity.csv,0.97,0.49,0.47,0.92,0.45,0.56,0.52,0.68,0.59,0.43,0.73,0.79,0.75,0.91,0.67,0.88
libopenmetaverse.csv,0.33,0.38,0.46,0.46,0.53,0.36,0.42,0.43,0.49,0.48,0.35,0.39,0.4,0.33,0.48,0.31
mobicents.csv,0.38,0.4,0.5,0.5,0.41,0.44,0.44,0.41,0.6,0.35,0.48,0.36,0.39,0.35,0.46,0.35
opendvr.csv,0.46,0.49,0.6,0.57,0.35,0.44,0.94,0.5,0.65,0.37,0.57,0.33,0.37,0.75,0.78,0.5
power-architect.csv,0.48,0.45,0.45,0.51,0.36,0.45,0.38,0.65,0.66,0.38,0.36,0.43,0.45,0.46,0.44,0.33
sidekar.csv,0.0,0.0,0.0,0.49,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
wheat.csv,0.59,0.66,0.65,0.7,0.48,0.5,0.4,0.68,0.46,0.36,0.44,0.49,0.57,0.91,0.47,0.47
wsmt.csv,0.98,0.92,0.95,0.75,0.67,0.79,0.0,0.9,0.86,0.97,0.8,0.94,0.94,0.67,0.83,0.75
