,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.69,0.94,0.73,0.9,0.66,1.0,0.94,0.38,0.56,0.86,0.6,0.71,0.84,0.98,0.94,0.63,0.49
checker-framework.csv,0.9,0.78,1.0,0.98,0.92,0.68,0.58,0.84,0.21,0.77,0.79,0.77,0.94,0.69,0.64,0.93,0.63
cme.csv,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,0.99,0.96,0.96,1.0,1.0,1.0,0.02
ctrlr.csv,0.91,0.83,1.0,0.67,0.81,0.97,0.9,1.01,1.07,0.88,1.05,0.9,0.99,0.43,0.99,0.89,1.01
fontforge.csv,0.59,0.93,0.97,0.84,0.6,0.98,1.02,0.49,0.52,0.33,0.63,0.72,0.78,0.96,0.86,0.82,0.81
gusanos.csv,0.62,0.64,0.91,0.78,0.5,0.66,0.75,0.48,0.5,0.92,0.6,0.53,0.73,0.72,0.3,0.6,0.54
jvcl.csv,0.58,0.66,0.49,0.76,0.74,0.54,0.94,0.59,0.69,0.88,0.72,0.96,0.84,1.0,0.78,0.62,1.06
kwave.csv,0.85,0.71,0.89,0.94,0.86,1.0,0.49,0.99,0.49,0.81,0.81,0.64,0.87,0.76,0.97,1.0,0.67
liferea.csv,0.69,0.61,1.0,1.01,0.83,0.38,0.8,0.81,0.67,0.82,0.84,0.62,0.68,0.87,0.9,0.72,1.02
lockss.csv,0.62,0.66,0.65,1.01,0.73,0.6,0.88,0.59,0.47,0.63,0.75,0.46,0.7,0.96,0.9,0.67,0.37
magicwars.csv,0.9,1.0,0.81,0.99,0.88,1.0,1.0,0.89,0.65,1.0,0.36,0.99,0.87,1.0,1.0,0.93,0.81
psrchive.csv,0.59,0.49,0.75,0.65,0.82,0.67,0.83,0.55,0.65,0.64,0.8,0.71,0.82,0.95,0.56,0.49,0.58
pydev.csv,0.52,0.67,0.58,0.74,0.75,0.71,0.7,0.7,0.48,0.63,0.69,0.66,0.77,0.92,0.79,0.43,0.56
sarasvati.csv,0.49,0.53,0.97,0.69,0.34,0.74,0.65,0.85,0.7,0.9,0.67,0.82,0.61,0.7,0.67,0.7,0.68
stuproa-cims.csv,0.62,1.0,0.87,0.92,0.82,1.0,0.44,0.55,0.42,1.0,0.71,0.66,0.45,1.0,0.78,0.6,0.6
thout.csv,0.45,0.93,0.69,0.61,0.97,1.0,0.93,0.52,0.75,1.0,0.53,0.91,0.93,1.0,0.96,0.73,0.69
zact.csv,0.96,0.84,0.97,0.39,0.79,0.96,0.76,0.88,0.92,0.91,0.73,0.82,0.88,0.66,0.65,0.9,1.0
