,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.97,0.83,0.74,0.92,0.59,0.8,0.01,0.8,0.7,0.75,0.71,0.79,0.85
bscwweasel.csv,1.0,0.93,0.8,0.05,0.76,0.86,0.94,0.88,1.0,0.91,1.0,0.81,0.96
capcode.csv,1.0,0.78,0.85,0.63,0.95,0.17,0.79,0.86,0.82,0.9,0.83,0.81,0.81
emite.csv,0.88,0.7,0.83,0.83,0.88,1.03,0.74,0.89,0.91,0.82,0.05,0.73,0.93
geogebra.csv,0.94,0.86,0.84,0.93,0.93,0.81,0.9,0.99,0.57,0.87,0.97,0.06,1.02
hibernate.csv,0.9,0.86,0.75,0.8,0.59,1.02,0.83,0.81,0.79,0.06,0.94,0.65,0.7
lamp.csv,0.99,0.07,0.89,0.85,0.77,0.86,0.9,0.95,0.66,0.83,0.97,0.64,0.85
nodal.csv,0.99,0.64,0.66,0.75,0.75,0.75,0.97,0.81,0.09,0.73,0.85,0.6,0.86
retromenu.csv,1.0,0.72,0.6,0.6,0.02,0.6,0.87,0.85,0.71,0.73,0.91,0.48,0.89
smbopensoft.csv,0.06,0.57,0.51,0.59,0.65,0.55,0.67,0.75,0.75,0.59,0.85,0.45,0.68
stuproa-cims.csv,0.83,0.72,0.8,0.65,0.78,0.63,0.75,0.02,0.76,0.58,0.81,0.52,0.71
thout.csv,0.68,0.65,0.09,0.84,0.8,0.85,0.74,0.91,0.79,0.8,0.8,0.79,0.86
uface.csv,1.0,0.97,0.86,0.54,0.82,0.79,0.9,0.77,0.79,0.76,0.63,0.8,0.01
