,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.03,0.21,0.32,0.25,0.48,0.5,0.99,0.38,0.52,0.6,0.77,0.24,0.28
bscwweasel.csv,0.0,0.07,0.2,0.95,0.24,0.17,0.07,0.13,0.0,0.09,0.0,0.19,0.04
capcode.csv,0.03,0.29,0.45,0.4,0.05,0.83,0.23,0.15,0.35,0.11,0.19,0.22,0.2
emite.csv,0.15,0.5,0.2,0.2,0.14,0.0,0.5,0.13,0.09,0.22,1.0,0.31,0.11
geogebra.csv,0.06,0.14,0.8,0.75,0.67,0.92,0.11,0.93,0.74,0.8,0.71,0.94,0.81
hibernate.csv,0.1,0.14,0.64,0.45,0.52,0.0,0.18,0.2,0.26,0.94,0.06,0.41,0.31
lamp.csv,0.01,0.93,0.11,0.15,0.24,0.17,0.1,0.05,0.35,0.17,0.03,0.36,0.15
nodal.csv,0.01,0.57,0.5,0.55,0.29,0.33,0.04,0.24,0.91,0.32,0.16,0.42,0.19
retromenu.csv,0.0,0.36,0.41,0.4,1.0,0.5,0.13,0.15,0.35,0.29,0.1,0.56,0.11
smbopensoft.csv,0.95,0.57,0.61,0.65,0.76,0.83,0.45,0.42,0.26,0.52,0.16,0.69,0.37
stuproa-cims.csv,0.81,0.29,0.5,0.45,0.81,0.67,0.32,0.98,0.7,0.52,0.39,0.75,0.68
thout.csv,0.38,0.64,0.91,0.3,0.81,0.75,0.74,0.82,0.7,0.71,0.71,0.66,0.6
uface.csv,1.0,1.0,0.93,0.95,1.0,1.0,0.94,0.82,0.74,0.77,0.81,0.93,0.99
