,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.06,0.11,0.28,0.1,0.47,0.19,1.0,0.28,0.36,0.38,0.59,0.24,0.37
bscwweasel.csv,0.0,0.13,0.31,0.97,0.36,0.14,0.13,0.17,0.0,0.15,0.0,0.31,0.07
capcode.csv,0.05,0.14,0.25,0.29,0.08,0.91,0.35,0.23,0.26,0.15,0.27,0.22,0.32
emite.csv,0.22,0.16,0.21,0.14,0.19,0.0,0.59,0.15,0.15,0.24,0.97,0.29,0.18
geogebra.csv,0.12,0.15,0.35,0.19,0.38,0.28,0.19,0.4,0.47,0.41,0.49,0.97,0.7
hibernate.csv,0.19,0.13,0.33,0.16,0.46,0.0,0.3,0.27,0.26,0.96,0.12,0.35,0.46
lamp.csv,0.02,0.93,0.17,0.21,0.31,0.14,0.18,0.1,0.46,0.25,0.06,0.43,0.25
nodal.csv,0.02,0.19,0.34,0.19,0.32,0.2,0.07,0.24,0.95,0.33,0.24,0.43,0.29
retromenu.csv,0.0,0.17,0.44,0.43,0.98,0.29,0.22,0.24,0.33,0.36,0.16,0.5,0.2
smbopensoft.csv,0.96,0.23,0.45,0.26,0.5,0.34,0.57,0.31,0.32,0.44,0.24,0.48,0.49
stuproa-cims.csv,0.61,0.29,0.28,0.23,0.47,0.28,0.45,0.99,0.39,0.45,0.38,0.45,0.68
thout.csv,0.45,0.19,0.92,0.13,0.47,0.23,0.75,0.38,0.38,0.4,0.53,0.32,0.61
uface.csv,0.66,0.18,0.39,0.33,0.53,0.3,0.83,0.42,0.39,0.43,0.62,0.4,1.0
