,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.02,0.0,0.03,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.03,0.13,0.0,1.0
columba.csv,0.73,0.76,0.83,0.52,0.74,0.56,1.0,0.46,0.6,1.0,0.67,0.5,0.78,1.0
encog-cs.csv,0.9,0.73,0.5,0.62,0.8,0.56,1.0,0.4,0.6,0.76,0.64,0.6,0.82,1.0
fido.csv,0.08,0.0,0.0,0.0,0.06,0.0,1.0,0.01,0.0,0.24,0.13,0.0,0.89,0.0
flexpay.csv,0.29,0.52,0.5,0.67,0.45,0.24,0.5,0.32,0.4,0.24,0.8,0.5,0.53,0.8
fluent-nhibernate.csv,0.8,0.33,0.37,0.45,0.52,0.4,0.25,0.15,0.2,0.94,0.4,0.27,0.37,0.0
geochat.csv,0.1,0.0,0.3,0.18,0.35,0.4,0.0,0.42,0.4,0.35,0.67,0.57,0.17,0.4
gpsmid.csv,0.82,0.85,0.87,0.65,0.57,0.48,0.5,0.86,0.6,0.82,0.73,1.0,0.75,0.8
k3d.csv,0.08,0.12,0.8,0.17,0.15,0.28,0.0,0.12,0.2,0.35,0.43,0.17,0.33,0.0
m-a-d-n-e-s-s.csv,0.22,0.0,0.17,0.12,0.21,0.72,0.0,0.23,0.2,0.53,0.31,0.07,0.12,0.0
mob-sen-plat.csv,0.73,0.82,0.8,0.55,0.62,0.88,1.0,0.62,0.6,0.82,0.96,0.6,0.71,1.0
ninject.csv,0.27,0.09,0.4,0.17,0.28,0.64,0.25,0.58,1.0,0.59,0.21,0.43,0.41,0.2
uface.csv,0.94,0.73,0.97,0.83,0.93,1.0,1.0,0.8,1.0,1.0,0.69,1.0,0.93,1.0
v8.csv,0.69,0.09,0.53,0.79,0.51,0.84,0.5,0.82,0.6,0.76,0.72,0.37,0.71,0.0
