,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,1.0,0.0,0.33,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.6,0.29,0.0,0.83
columba.csv,0.68,0.76,0.2,0.47,0.18,0.41,0.06,0.93,0.33,0.13,0.52,0.31,0.82,0.13
encog-cs.csv,0.56,0.71,0.15,0.55,0.15,0.33,0.04,0.92,0.06,0.08,0.23,0.2,0.64,0.09
fido.csv,1.0,0.0,0.0,0.0,0.62,0.0,0.24,1.0,0.0,0.33,0.75,0.0,0.74,0.0
flexpay.csv,0.64,0.55,0.11,0.32,0.27,0.25,0.05,0.96,0.08,0.16,0.33,0.36,0.78,0.36
fluent-nhibernate.csv,0.76,0.65,0.3,0.44,0.25,0.33,0.04,1.0,0.17,0.36,0.56,0.22,0.78,0.0
geochat.csv,0.62,0.0,0.14,0.39,0.19,0.28,0.0,0.95,0.18,0.17,0.29,0.46,0.82,0.13
gpsmid.csv,0.89,0.61,0.14,0.34,0.18,0.22,0.03,0.95,0.12,0.29,0.34,0.24,0.82,0.12
k3d.csv,0.67,0.8,0.43,0.44,0.23,0.37,0.0,0.96,0.08,0.16,0.48,0.38,0.73,0.0
m-a-d-n-e-s-s.csv,1.0,0.0,0.26,0.38,0.2,0.6,0.0,1.0,0.25,0.18,0.56,0.29,0.87,0.0
mob-sen-plat.csv,0.57,0.84,0.16,0.33,0.2,0.41,0.04,0.95,0.09,0.14,0.32,0.24,0.65,0.12
ninject.csv,0.72,0.75,0.15,0.42,0.18,0.3,0.04,0.97,0.38,0.15,0.3,0.29,0.83,0.05
uface.csv,0.67,0.63,0.17,0.45,0.18,0.3,0.05,0.94,0.12,0.12,0.39,0.24,0.97,0.09
v8.csv,0.55,0.5,0.15,0.34,0.16,0.31,0.03,0.99,0.06,0.16,0.29,0.3,0.66,0.0
