,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.05,0.01,0.0,0.07,0.02,0.0,0.0,0.04,0.01,0.01,0.1,0.0,0.02
columba.csv,0.45,0.4,0.58,0.33,0.68,0.33,0.61,0.54,0.11,0.66,0.26,0.34,0.33,0.63
encog-cs.csv,0.92,0.5,0.49,0.28,0.91,0.48,0.96,0.54,0.82,0.92,0.87,0.73,0.94,0.94
fido.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.05,0.02,0.03,0.61,0.0
flexpay.csv,0.21,0.7,0.72,0.79,0.26,0.3,0.4,0.23,0.42,0.13,0.69,0.28,0.3,0.13
fluent-nhibernate.csv,0.32,0.3,0.15,0.32,0.33,0.33,0.25,0.0,0.09,0.17,0.13,0.29,0.2,0.1
geochat.csv,0.08,0.2,0.32,0.16,0.3,0.43,0.21,0.38,0.16,0.17,0.69,0.2,0.07,0.25
gpsmid.csv,0.13,0.9,0.93,0.72,0.55,0.7,0.58,0.77,0.4,0.21,0.59,0.99,0.33,0.58
k3d.csv,0.05,0.05,0.18,0.12,0.1,0.2,0.37,0.08,0.22,0.19,0.19,0.08,0.24,0.1
m-a-d-n-e-s-s.csv,0.0,0.0,0.08,0.11,0.18,0.2,0.07,0.0,0.05,0.25,0.1,0.05,0.04,0.27
mob-sen-plat.csv,0.71,0.25,0.72,0.62,0.52,0.53,0.86,0.46,0.58,0.51,0.84,0.57,0.78,0.69
ninject.csv,0.13,0.05,0.4,0.13,0.26,0.63,0.25,0.31,0.15,0.35,0.2,0.33,0.17,0.37
uface.csv,0.61,0.7,0.82,0.57,0.88,0.95,0.79,0.85,0.67,0.75,0.45,0.99,0.06,0.96
v8.csv,0.74,0.15,0.53,0.84,0.55,0.77,0.56,0.08,0.85,0.41,0.72,0.27,0.74,0.25
