,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.0,5.0,0.0,0.0
freelords.csv,5.0,0.0,0.0,0.0
jfreereport.csv,3.0,1.0,0.0,0.0
super-tux.csv,0.0,0.0,0.0,0.0
