,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.35,0.29,0.66,0.75,0.55,0.06,0.34,0.82,0.71,0.36,0.45,0.49
gmerlin.csv,0.34,0.17,0.57,0.0,0.45,0.0,0.51,0.77,0.0,0.34,0.0,0.47
google-gears.csv,0.41,0.24,0.58,0.67,0.44,0.06,0.28,0.88,0.71,0.41,0.48,0.49
gstreamer.csv,0.33,0.12,0.58,0.66,0.41,0.04,0.33,0.79,0.77,0.41,0.46,0.47
lportal.csv,0.67,0.67,0.75,1.0,0.75,0.15,0.14,0.0,0.74,0.5,0.48,0.5
metacosm.csv,0.52,0.18,0.59,0.74,0.7,0.05,0.33,0.89,0.84,0.37,0.44,0.77
mplayer-ce.csv,0.34,0.27,0.58,0.69,0.43,0.04,0.34,0.77,0.81,0.38,0.59,0.49
openmeetings.csv,0.62,0.47,0.77,0.72,0.62,0.09,0.34,0.8,0.84,0.52,0.48,0.6
qgis.csv,0.28,0.19,0.72,0.0,0.42,0.05,0.32,0.94,0.62,0.34,0.57,0.68
skia.csv,0.47,0.32,0.58,0.69,0.54,0.05,0.48,0.83,0.62,0.59,0.54,0.62
wxcrp.csv,0.48,0.12,0.59,0.68,0.39,0.04,0.32,0.79,0.61,0.34,0.47,0.42
yafdotnet.csv,0.44,0.25,0.6,0.75,0.67,0.07,0.38,0.8,0.83,0.46,0.52,0.54
