,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.77,0.88,0.88,0.5,0.64
dynalloy.csv,0.71,0.47,0.92,0.54,0.49
findbugs.csv,0.7,0.76,0.77,0.65,0.64
runuomondains.csv,0.88,0.76,0.8,0.88,0.91
xbplayer.csv,0.67,0.63,0.92,0.67,0.73
