,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.38,0.45,1.0,0.0,0.64
dynalloy.csv,0.97,0.49,0.29,0.27,0.46
findbugs.csv,0.51,0.31,0.43,0.35,1.0
runuomondains.csv,0.24,0.37,0.29,1.0,0.36
xbplayer.csv,0.24,0.96,0.21,0.35,0.42
