,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.71,0.6,0.0,1.0,0.43
dynalloy.csv,0.04,0.62,0.76,0.58,0.67
findbugs.csv,0.59,0.77,0.5,0.42,0.0
runuomondains.csv,0.84,0.7,0.81,0.0,0.76
xbplayer.csv,0.85,0.05,0.82,0.63,0.69
