,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.35,0.45,1.0,0.0,0.61
dynalloy.csv,0.96,0.71,0.25,0.75,0.54
findbugs.csv,0.6,0.33,0.56,0.75,1.0
runuomondains.csv,0.19,0.4,0.19,1.0,0.25
xbplayer.csv,0.19,0.95,0.19,0.38,0.32
