,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.2,0.74,0.34,0.73,0.7,0.27,0.67,0.26,0.45,0.55,0.46,0.06,0.83,0.31,0.7
grafx2.csv,0.18,0.69,0.3,0.56,0.79,0.27,0.56,0.4,0.51,0.21,0.58,0.04,0.74,0.48,0.67
keyczar.csv,0.03,0.23,0.13,0.16,0.11,0.06,0.37,0.1,0.16,0.29,0.32,0.0,0.0,0.77,0.25
lmms.csv,0.19,0.72,0.52,0.69,0.69,0.36,0.66,0.31,0.48,0.59,0.46,0.03,0.49,0.75,0.76
lufa-lib.csv,0.19,0.55,0.15,0.52,0.58,0.27,0.5,0.19,0.39,0.66,0.27,0.0,0.47,0.74,0.6
netatalk.csv,0.18,0.71,0.21,0.58,0.68,0.21,0.44,0.18,0.51,0.51,0.56,0.06,0.75,0.72,0.74
openmeetings.csv,0.23,0.6,0.61,0.47,0.52,0.34,0.58,0.47,0.48,0.29,0.44,0.07,0.63,0.22,0.59
openxava.csv,0.2,0.4,0.36,0.62,0.41,0.33,0.62,0.34,0.41,0.34,0.56,0.12,0.41,0.63,0.7
pgui.csv,0.06,0.28,0.24,0.65,0.7,0.0,0.02,0.25,0.59,0.59,0.43,0.0,0.87,0.86,0.72
qpe.csv,0.27,0.61,0.38,0.75,0.73,0.3,0.35,0.2,0.57,0.6,0.48,0.05,0.7,0.34,0.6
quickfast.csv,0.14,0.74,0.29,0.67,0.67,0.29,0.63,0.22,0.43,0.5,0.44,0.05,0.81,0.81,0.8
rsyslog.csv,0.22,0.67,0.38,0.75,0.73,0.27,0.42,0.16,0.49,0.52,0.39,0.05,0.78,0.31,0.54
sylpheed-claws.csv,0.15,0.76,0.24,0.68,0.69,0.29,0.68,0.27,0.46,0.6,0.42,0.06,0.9,0.86,0.75
xqilla.csv,0.07,0.32,0.14,0.07,0.35,0.11,0.3,0.22,0.09,0.21,0.29,0.46,0.16,0.39,0.35
yale.csv,0.12,0.6,0.47,0.67,0.63,0.32,0.29,0.33,0.3,0.6,0.4,0.0,0.64,0.52,0.46
