,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.22,0.5,0.32,0.65,0.11,0.62,0.61,0.18,0.21,0.23,1.0,0.8,0.53,0.63,0.16
calcubetimer.csv,0.56,0.03,1.0,0.18,1.0,1.0,0.35,0.86,0.13,0.23,0.67,0.18,0.27,0.47,0.52
chaosrts.csv,0.25,0.4,0.91,0.49,0.56,1.0,0.71,0.5,0.62,0.59,0.33,0.22,0.8,0.79,0.38
emono.csv,0.91,0.2,0.82,0.84,0.56,1.0,0.53,0.96,0.92,0.72,0.67,0.85,0.91,0.95,0.7
freelords.csv,0.78,0.83,0.91,0.7,0.61,0.86,0.92,0.59,0.79,0.72,1.0,0.68,0.95,0.89,0.78
jmonkeyengine.csv,0.19,0.77,0.27,0.27,0.56,0.0,0.86,0.02,0.13,0.85,1.0,0.4,0.14,0.58,0.82
jython.csv,0.66,0.43,0.86,0.67,0.56,0.27,0.37,0.38,0.59,0.22,0.0,0.32,0.86,0.11,0.57
mclient-mume.csv,0.19,0.87,0.59,0.14,0.5,0.05,0.75,0.12,0.46,0.69,0.67,0.28,0.4,0.37,0.22
papertoolkit.csv,0.28,0.07,0.55,0.14,0.17,0.16,0.47,0.21,0.08,0.2,1.0,0.18,0.1,0.11,0.35
primefaces.csv,0.69,1.0,1.0,0.53,1.0,1.0,1.0,0.68,0.62,0.99,1.0,0.72,0.95,0.89,1.0
st-filteredstatistics.csv,0.84,0.97,1.0,0.89,0.78,0.78,0.9,0.79,0.77,0.97,0.67,0.92,1.0,0.95,0.99
toped.csv,1.0,0.53,0.73,0.48,0.67,0.57,0.78,0.96,0.9,0.56,0.67,0.88,0.91,1.0,0.78
triplea.csv,0.72,0.7,0.68,0.7,0.56,0.68,0.61,0.79,0.92,0.5,0.67,0.68,0.88,0.95,0.65
web-cat.csv,0.88,0.6,0.5,0.52,0.83,0.24,0.88,0.84,0.46,0.83,1.0,0.35,0.94,0.84,0.9
