,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.43,0.84,1.03,0.86,0.74,0.38,0.91,0.87,0.92,1.08,0.76,0.69,0.74,0.35,1.02,1.02,0.68,0.78
bionote.csv,0.36,0.94,0.7,1.0,0.74,0.89,0.92,0.68,0.92,0.95,0.9,0.64,0.15,0.59,0.87,0.88,0.92,0.72
buddata-ebxml-registry.csv,1.0,0.97,0.92,1.0,0.95,0.94,0.97,0.97,0.97,0.88,0.95,0.96,0.72,0.96,0.67,1.0,0.07,0.92
bullet.csv,0.56,0.76,0.71,0.92,0.37,0.73,0.65,0.7,0.67,0.57,0.82,0.7,0.95,0.66,0.66,0.59,0.8,0.66
bulmages.csv,1.0,1.0,1.02,0.96,0.82,0.66,1.0,0.48,0.99,0.97,0.65,0.77,1.01,0.58,0.94,0.91,1.02,0.73
bwapi.csv,1.0,0.76,0.78,0.59,1.0,1.0,0.99,0.95,0.82,0.75,0.32,0.98,0.98,0.98,1.0,1.0,1.04,1.0
cubefs.csv,1.0,0.98,0.9,0.94,0.71,0.8,1.0,0.94,0.47,0.95,0.86,0.82,0.87,0.78,0.54,0.66,0.59,0.97
emisview.csv,1.0,0.97,0.67,0.36,0.97,0.9,1.0,1.0,0.87,1.01,0.99,0.69,0.46,1.0,0.86,0.88,0.76,0.92
java-gnome.csv,0.79,0.77,0.75,0.75,0.77,0.76,0.56,0.86,0.92,0.19,0.91,0.82,0.41,0.79,0.67,0.9,0.83,0.75
jgameai.csv,0.85,0.63,0.9,0.9,0.89,0.88,0.73,0.88,0.91,0.88,0.7,0.96,0.9,0.87,0.73,0.76,0.94,0.97
megasquirtavr.csv,0.91,0.82,0.51,0.91,0.66,0.69,0.75,0.66,1.0,1.01,0.81,0.72,0.95,0.85,0.59,0.86,0.86,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.53,0.86,0.7,0.76,0.68,1.0,0.77,0.61,0.69,0.74,0.92,0.47,0.39,0.6,0.5,0.64,0.78,0.64
mptvseries.csv,0.34,0.86,0.75,0.62,0.64,0.39,0.67,0.71,0.85,0.98,0.89,0.65,0.51,0.64,1.02,0.36,0.81,0.75
oorexx.csv,0.76,0.89,0.86,0.76,0.56,0.76,0.7,0.59,0.93,0.9,0.79,0.8,0.77,0.55,0.88,0.72,0.84,0.42
somap.csv,0.71,0.85,0.97,0.7,0.91,0.96,0.98,0.93,0.67,0.94,0.81,0.88,0.85,0.95,0.14,0.33,1.01,0.96
tktoolkit.csv,0.89,0.93,0.86,0.97,0.45,0.81,0.54,0.95,0.84,0.65,0.74,0.71,0.96,0.62,0.55,0.57,0.66,0.66
xharbour.csv,0.26,0.83,0.65,0.68,0.8,0.56,0.62,0.7,1.0,0.66,0.86,0.69,0.49,0.65,1.0,1.01,0.81,0.82
