,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.91,0.21,0.17,0.21,0.77,0.8,0.29,0.19,0.68,0.52,0.78,0.32,0.12,0.47,0.9,0.98,0.95,0.54
bionote.csv,0.94,0.17,0.67,0.0,0.83,0.25,0.11,0.26,0.75,0.75,0.92,0.37,0.5,0.3,0.88,1.0,0.88,0.62
buddata-ebxml-registry.csv,0.82,0.28,0.22,0.3,0.77,0.4,0.13,0.2,0.69,0.79,0.76,0.32,0.16,0.18,0.95,0.98,1.0,0.6
bullet.csv,0.89,0.28,0.38,0.28,0.91,0.36,0.16,0.21,0.72,0.85,0.73,0.33,0.12,0.2,0.94,1.0,0.94,0.63
bulmages.csv,0.0,0.0,0.18,0.2,0.81,0.44,0.0,0.33,0.5,0.67,0.83,0.39,0.0,0.24,1.0,1.0,0.5,0.64
bwapi.csv,0.82,0.31,0.25,0.38,0.76,0.37,0.13,0.22,0.69,0.83,0.92,0.32,0.14,0.19,0.92,0.98,0.92,0.59
cubefs.csv,0.82,0.29,1.0,0.28,0.77,0.33,0.13,0.09,0.81,0.76,0.7,0.3,0.13,0.28,0.95,1.0,0.96,0.29
emisview.csv,0.0,0.12,0.35,0.57,0.67,0.23,0.0,0.0,0.56,0.0,1.0,0.36,0.26,0.0,1.0,1.0,0.95,1.0
java-gnome.csv,0.78,0.26,0.24,0.32,0.84,0.38,0.21,0.15,0.86,0.96,0.61,0.26,0.38,0.21,1.0,1.0,0.93,0.57
jgameai.csv,0.76,0.35,0.12,0.19,0.62,0.25,0.14,0.12,1.0,1.0,0.79,0.18,0.09,0.12,0.95,1.0,1.0,0.31
megasquirtavr.csv,0.75,0.3,0.53,0.19,0.81,0.75,0.12,0.23,0.69,0.76,0.73,0.31,0.08,0.17,0.94,1.0,0.93,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.89,0.31,0.22,0.4,0.78,0.0,0.16,0.35,0.7,0.76,0.91,0.48,0.27,0.28,1.0,1.0,1.0,0.67
mptvseries.csv,0.97,0.27,0.62,0.56,0.84,0.61,0.18,0.22,0.68,1.0,0.67,0.4,0.4,0.3,0.73,1.0,1.0,0.61
oorexx.csv,0.88,0.18,0.19,0.38,0.84,0.45,0.17,0.27,0.55,0.7,0.74,0.28,0.18,0.26,0.91,1.0,0.92,0.76
somap.csv,0.83,0.29,0.21,0.36,0.77,0.22,0.13,0.22,0.72,0.78,0.79,0.33,0.12,0.17,1.0,1.0,0.93,0.59
tktoolkit.csv,0.91,0.14,0.23,0.29,0.87,0.42,0.31,0.09,0.7,0.8,0.76,0.32,0.14,0.23,0.97,1.0,0.96,0.65
xharbour.csv,0.98,0.29,0.29,0.33,0.71,0.48,0.16,0.22,0.69,0.85,0.69,0.36,0.21,0.23,0.92,0.98,0.94,0.59
