,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.19,0.69,0.13,0.03,0.17,0.15,0.0,0.63,0.01,0.05
bibedt.csv,0.19,0.46,0.12,0.3,0.17,0.65,0.6,0.84,0.32,0.76
cascading.csv,0.71,0.76,0.48,0.37,0.0,0.6,0.6,0.33,0.7,0.52
firebreath.csv,0.68,0.52,0.68,0.37,0.0,0.8,0.5,0.33,0.82,0.6
fritzing.csv,0.72,0.69,0.43,0.57,0.25,0.95,0.2,0.88,0.32,0.45
httpcontentparser.csv,0.18,0.0,0.33,0.17,0.08,0.8,0.7,0.48,0.53,0.26
mpgravity.csv,1.0,0.28,0.92,0.87,0.83,0.95,1.0,0.99,0.9,0.83
patterntesting.csv,0.97,0.85,0.92,0.67,0.33,1.0,0.8,0.97,0.97,0.83
roller.csv,0.75,0.43,0.93,0.5,0.42,1.0,0.9,0.73,0.88,1.0
xfce.csv,0.18,0.7,0.85,0.87,0.0,0.95,0.6,0.68,0.72,0.68
