,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.54,0.7,0.35,0.09,1.0,0.05,0.0,0.51,0.33,0.69
bibedt.csv,0.56,0.56,0.7,1.0,0.5,0.21,0.5,0.7,0.84,0.76
cascading.csv,0.61,0.59,0.58,0.73,0.0,0.15,0.33,0.76,0.85,0.81
firebreath.csv,0.61,0.6,0.55,0.79,0.0,0.15,0.17,0.89,0.82,0.74
fritzing.csv,0.68,0.64,0.5,0.71,0.38,0.14,0.22,0.66,0.77,0.85
httpcontentparser.csv,0.42,0.0,0.44,0.83,0.2,0.25,0.27,0.72,0.76,0.88
mpgravity.csv,0.49,0.75,0.43,0.42,0.5,0.12,0.2,0.65,0.81,0.73
patterntesting.csv,0.54,0.55,0.4,0.65,0.57,0.11,0.2,0.59,0.78,0.72
roller.csv,0.56,0.45,0.46,0.75,0.26,0.11,0.21,0.83,0.79,0.69
xfce.csv,0.68,0.52,0.39,0.43,0.0,0.12,0.21,0.65,0.8,0.82
