,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.58,0.85,0.96,0.58,0.5,0.77,0.45
fw4spl.csv,0.12,0.3,0.1,0.92,0.11,0.4,0.04
kftpgrabber.csv,0.42,0.61,0.24,0.29,0.39,0.93,0.19
kolmafia.csv,0.29,0.73,0.32,0.31,0.67,0.5,0.96
lazarus-ccr.csv,1.0,0.97,0.94,0.85,0.83,0.83,0.53
mia.csv,0.58,0.85,0.09,0.77,1.0,0.23,0.21
plee-the-bear.csv,0.29,0.91,0.06,0.0,0.0,0.13,0.34
