,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.6,0.77,0.97,0.57,0.53,0.74,0.48
fw4spl.csv,0.14,0.35,0.12,0.93,0.13,0.45,0.05
kftpgrabber.csv,0.47,0.65,0.28,0.34,0.43,0.94,0.22
kolmafia.csv,0.33,0.72,0.36,0.35,0.67,0.53,0.97
lazarus-ccr.csv,0.99,0.17,0.35,0.34,0.44,0.34,0.51
mia.csv,0.48,0.66,0.11,0.61,1.0,0.27,0.25
plee-the-bear.csv,0.33,0.93,0.07,0.0,0.0,0.16,0.39
