,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.53,0.48,0.04,0.62,0.58,0.42,0.63
fw4spl.csv,0.89,0.7,0.92,0.08,0.89,0.61,0.96
kftpgrabber.csv,0.61,0.42,0.77,0.71,0.64,0.07,0.82
kolmafia.csv,0.76,0.41,0.71,0.71,0.47,0.56,0.04
lazarus-ccr.csv,0.04,0.96,0.9,0.91,0.86,0.92,0.71
mia.csv,0.83,0.66,0.92,0.7,0.0,0.78,0.83
plee-the-bear.csv,0.78,0.09,0.94,1.0,1.0,0.9,0.68
