,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.0,1.0,0.0,0.0,15.0
freenet.csv,1.0,0.0,0.0,9.0,20.0
mediaportal.csv,0.0,2.0,0.0,2.0,0.0
onotoa.csv,0.0,2.0,0.0,9.0,23.0
sqlpower-library.csv,0.0,3.0,0.0,6.0,5.0
