,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.55,0.6,0.17,0.98,0.39
freenet.csv,0.63,0.99,0.66,0.54,0.33
mediaportal.csv,0.7,0.53,0.77,0.42,0.85
onotoa.csv,0.74,0.69,1.0,0.6,0.2
sqlpower-library.csv,0.98,0.39,0.31,0.53,0.24
