,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.53,0.42,0.86,0.46,0.4
freenet.csv,0.43,0.42,0.48,0.38,0.47
mediaportal.csv,0.52,0.6,0.49,0.75,0.98
onotoa.csv,0.45,0.48,0.39,0.4,0.86
sqlpower-library.csv,0.43,0.76,0.88,0.58,0.55
