,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.98,0.0
carabiner.csv,0.66,0.62,0.97,0.58,1.0,0.68,0.87,0.0,0.66
dvt.csv,0.72,0.1,1.01,0.86,0.64,0.95,1.01,0.88,1.01
flylinkdc.csv,0.08,0.86,0.67,0.94,0.66,0.88,0.85,0.86,0.87
jsr308-langtools.csv,0.51,0.75,0.56,0.52,0.42,0.0,0.7,0.6,0.51
rtb-team.csv,0.53,0.95,0.03,0.68,0.52,0.5,0.73,0.8,0.87
stemkit.csv,0.87,0.93,0.9,0.83,1.03,1.04,0.17,0.91,0.93
unimrcp.csv,0.77,0.85,0.8,0.86,0.04,0.46,1.0,0.96,0.93
utgb.csv,0.67,0.8,0.88,0.14,0.51,0.37,1.0,0.91,0.79
