,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.17,0.32,0.32,0.27,0.18,0.21,0.15,0.18,0.19,0.11,0.57,0.58,0.24,0.16,0.31,0.16,0.23,0.3,0.0,0.12
buddata-ebxml-registry.csv,1.0,0.98,0.96,0.66,1.0,0.91,1.0,0.97,0.99,0.98,0.91,0.92,0.83,0.95,1.0,0.96,1.0,0.91,0.0,0.94
cornerstone.csv,0.17,0.1,0.06,0.08,0.09,0.17,0.12,0.12,0.01,0.0,0.3,0.15,0.34,0.26,0.23,0.11,0.04,0.02,0.0,0.06
emeraldemu.csv,0.55,0.21,0.49,0.73,0.09,0.07,0.12,0.19,0.06,0.23,0.68,0.15,0.55,0.59,0.11,0.05,0.11,0.11,0.75,0.35
jahshakafx.csv,0.26,0.27,0.55,0.33,0.09,0.12,0.28,0.45,0.22,0.11,0.51,0.57,0.59,0.58,0.31,0.24,0.3,0.18,0.0,0.41
jaolt.csv,0.32,0.35,0.46,0.41,0.09,0.2,0.45,0.29,0.45,0.11,0.32,0.88,0.41,0.72,0.44,0.45,0.36,0.3,1.0,0.71
kmess.csv,0.14,0.43,0.64,0.81,0.18,0.28,0.22,0.23,0.35,0.19,0.38,0.78,0.14,0.35,0.24,0.47,0.22,0.61,0.25,0.41
maya-work-in-progress.csv,0.73,0.51,0.43,0.25,0.91,0.43,0.78,0.62,0.73,0.17,0.87,0.53,0.79,0.76,0.66,0.51,0.75,0.45,0.5,0.65
mia.csv,0.09,0.11,0.12,0.16,0.18,0.36,0.38,0.25,0.34,0.23,0.43,0.2,0.03,0.45,0.13,0.47,0.22,0.57,0.25,0.41
mp-rechnungs-und-kundenverwaltung.csv,0.27,0.21,0.25,0.22,0.09,0.05,0.22,0.13,0.22,0.06,0.4,0.37,0.03,0.33,0.08,0.22,0.15,0.18,0.0,0.47
novembre.csv,0.14,0.36,0.18,0.33,0.0,0.17,0.2,0.3,0.59,0.04,0.26,0.15,0.38,0.52,0.23,0.2,0.21,0.18,0.25,0.41
ns-3.csv,0.23,0.2,0.2,0.06,0.18,0.44,0.82,0.58,0.54,0.21,0.3,0.67,0.38,0.41,0.56,0.76,0.92,0.66,0.5,0.59
nullc.csv,0.66,0.98,0.98,0.89,0.0,0.25,0.45,0.36,0.34,0.02,0.64,0.91,0.76,0.9,0.63,0.44,0.27,0.25,0.5,0.24
open-beos.csv,0.43,0.5,0.33,0.52,0.18,0.27,0.62,0.59,0.25,0.11,0.23,0.28,0.38,0.54,0.44,0.36,0.44,0.27,0.0,0.47
pixel-commandos.csv,0.01,0.54,0.21,0.45,0.0,0.09,0.08,0.11,0.03,0.04,0.15,0.07,0.0,0.26,0.13,0.11,0.05,0.09,0.75,0.18
plee-the-bear.csv,0.29,0.2,0.24,0.07,0.55,0.52,0.52,0.73,0.59,0.15,0.64,0.29,0.55,0.63,0.39,0.44,0.71,0.48,0.5,0.71
reaper-ecad.csv,0.03,0.04,0.02,0.23,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.04,0.07,0.0,0.01,0.02,0.0,0.0,0.0,0.0
unladen-swallow.csv,0.1,0.2,0.18,0.05,0.09,0.13,0.5,0.28,0.21,0.09,0.13,0.42,0.52,0.34,0.23,0.02,0.34,0.09,0.0,0.12
xmoto.csv,0.35,0.34,0.35,0.02,0.36,0.52,0.48,0.32,0.42,0.23,0.49,0.17,0.31,0.23,0.37,0.6,0.46,0.23,0.5,0.24
zxing.csv,0.17,0.31,0.28,0.28,0.0,0.07,0.32,0.14,0.18,0.02,0.43,0.65,0.34,0.45,0.38,0.29,0.26,0.11,0.0,0.18
