,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,8.0,3.0,81.0
chipster.csv,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,66.0
delphilhlplib.csv,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,9.0,0.0,103.0
emite.csv,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,3.0,9.0,1.0,103.0
hydrate.csv,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,64.0,1.0,2.0,0.0,1.0,1.0,103.0
ivataopenportal.csv,1.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,1.0,2.0,15.0,5.0,89.0
jppf-project.csv,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,16.0,0.0,2.0,5.0,9.0,3.0,70.0
kolmafia.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,6.0,0.0,86.0
l2j.csv,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,1.0,1.0,8.0,1.0,103.0
mb-unit.csv,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,11.0,1.0,2.0,0.0,15.0,2.0,92.0
opde.csv,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,3.0,0.0,18.0,1.0,103.0
pamguard.csv,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,11.0,1.0,103.0
quark.csv,0.0,1.0,6.0,0.0,0.0,0.0,99.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,103.0
stajistics.csv,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,17.0,1.0,0.0,1.0,1.0,1.0,90.0
tigermud.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,3.0,5.0,5.0,1.0,55.0
