,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.75,0.59,0.72,0.51,0.86,0.37,0.51,0.44,0.67,0.65,0.55,0.73,0.95,0.87,0.61,0.29
chipster.csv,0.0,0.64,0.45,0.55,0.62,0.31,0.42,0.48,0.33,0.53,0.5,0.86,0.88,0.92,0.4,0.31
delphilhlplib.csv,0.9,0.62,0.65,0.41,0.92,0.52,0.92,0.56,0.92,0.61,0.5,0.62,0.8,0.79,0.55,0.94
emite.csv,0.83,0.61,0.59,0.41,0.93,0.8,0.47,0.72,0.61,0.47,0.59,0.47,0.8,0.94,0.61,0.86
hydrate.csv,0.92,0.79,0.45,0.53,0.51,0.36,0.41,0.47,0.38,0.86,0.89,0.91,0.56,0.65,0.48,0.29
ivataopenportal.csv,0.47,0.41,0.37,0.41,0.52,0.33,0.32,0.38,0.35,0.37,0.44,0.36,0.63,0.39,0.41,0.28
jppf-project.csv,0.62,0.47,0.42,0.58,0.72,0.4,0.41,0.49,0.47,0.44,0.51,0.34,0.73,0.48,0.42,0.35
kolmafia.csv,0.36,0.43,0.33,0.5,0.43,0.31,0.31,0.38,0.37,0.31,0.44,0.42,0.48,0.36,0.34,0.28
l2j.csv,0.35,0.45,0.46,0.38,0.95,0.44,0.4,0.43,0.38,0.37,0.5,0.47,0.46,0.59,0.7,0.55
mb-unit.csv,0.42,0.45,0.34,0.42,0.41,0.33,0.35,0.38,0.35,0.5,0.4,0.86,0.43,0.57,0.38,0.28
opde.csv,0.62,0.45,0.41,0.4,0.42,0.63,0.46,0.46,0.37,0.45,0.48,0.63,0.5,0.53,0.37,0.29
pamguard.csv,0.48,0.6,0.54,0.4,0.65,0.42,0.6,0.53,0.56,0.36,0.56,0.56,0.9,0.77,0.77,0.42
quark.csv,0.75,0.98,0.92,0.83,0.93,0.5,0.0,0.89,0.0,0.54,0.75,0.83,0.96,0.93,0.0,0.0
stajistics.csv,0.43,0.45,0.36,0.38,0.4,0.32,0.32,0.37,0.34,0.47,0.45,0.85,0.46,0.44,0.36,0.27
tigermud.csv,0.63,0.52,0.57,0.83,0.46,0.62,0.93,0.88,0.49,0.62,0.57,0.37,0.97,0.47,0.39,0.39
