,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,24.0,20.0,4.0,3.0,3.0,0.0,14.0,0.0,4.0,0.0
ffigo.csv,9.0,6.0,7.0,5.0,1.0,1.0,97.0,0.0,3.0,1.0
ildjit.csv,8.0,52.0,1.0,1.0,0.0,0.0,97.0,1.0,4.0,0.0
proftp.csv,5.0,8.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0
skia.csv,8.0,34.0,17.0,0.0,1.0,0.0,11.0,1.0,2.0,0.0
tencompetence.csv,52.0,52.0,8.0,9.0,3.0,1.0,31.0,4.0,3.0,0.0
theresa.csv,12.0,13.0,3.0,3.0,0.0,2.0,10.0,0.0,1.0,1.0
wxjs.csv,52.0,52.0,125.0,0.0,86.0,0.0,7.0,119.0,1.0,0.0
xstore.csv,16.0,19.0,8.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
