,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.5,0.38,0.54,0.16,0.56,0.32,0.5,0.09,0.43,0.17
ffigo.csv,0.18,0.12,0.24,0.27,0.32,0.05,0.12,0.27,0.57,0.29
ildjit.csv,0.16,0.06,0.2,0.22,0.27,0.13,0.31,0.11,0.24,0.41
proftp.csv,0.1,0.15,0.13,0.27,0.12,0.02,0.17,0.23,0.15,0.12
skia.csv,0.18,0.65,0.3,0.32,0.27,0.48,0.48,0.39,0.28,0.52
tencompetence.csv,0.58,0.63,0.3,0.27,0.37,0.31,0.48,0.16,0.28,0.29
theresa.csv,0.26,0.25,0.24,0.27,0.05,0.08,0.37,0.25,0.2,0.32
wxjs.csv,0.0,0.0,0.01,0.27,0.07,0.02,0.21,0.0,0.13,0.08
xstore.csv,0.34,0.37,0.42,0.35,0.34,0.61,0.21,0.52,0.43,0.48
