,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.56,0.67,0.49,0.48,0.47,0.56,0.49,0.67,0.5,0.83
ffigo.csv,0.64,0.86,0.77,0.46,0.53,0.96,0.91,0.42,0.47,0.98
ildjit.csv,0.9,0.67,0.78,0.92,0.68,0.98,0.68,0.95,0.81,0.95
proftp.csv,0.83,0.78,0.88,0.38,0.89,0.93,0.72,0.45,0.61,0.93
skia.csv,0.67,0.43,0.56,0.32,0.63,0.53,0.41,0.47,0.38,0.49
tencompetence.csv,0.69,0.55,0.94,0.91,0.96,0.74,0.74,0.95,0.81,0.67
theresa.csv,0.5,0.5,0.57,0.38,0.5,0.86,0.38,0.49,0.5,0.69
wxjs.csv,0.0,0.0,0.0,0.85,0.67,0.83,0.67,0.0,0.89,0.94
xstore.csv,0.47,0.5,0.56,0.57,0.41,0.51,0.68,0.39,0.47,0.48
