,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.63,0.58,0.45,0.82,0.02
minig.csv,0.9,0.64,0.09,0.95,0.74
ossbuild.csv,0.87,0.47,0.7,0.03,0.87
rezilla.csv,0.07,0.74,0.81,0.96,0.8
webdriver.csv,0.93,0.02,0.63,0.77,0.75
