,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.46,0.61,0.7,0.48,0.98
minig.csv,0.13,0.47,0.93,0.27,0.33
ossbuild.csv,0.19,0.6,0.44,0.98,0.16
rezilla.csv,0.95,0.58,0.52,0.29,0.52
webdriver.csv,0.19,0.98,0.45,0.54,0.31
