,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.82,0.39,0.62,0.68,0.0,0.41,0.62,0.4,0.95,0.37,0.7,0.67,0.56,0.67,0.41,0.91,0.37,0.0,0.52,0.7
autofac.csv,0.36,0.86,0.48,0.4,0.42,0.68,0.52,0.46,0.43,0.44,0.45,0.56,0.89,0.39,0.38,0.34,0.52,0.32,0.38,0.48
azureus.csv,0.39,0.38,0.33,0.43,0.39,0.38,0.4,0.38,0.46,0.51,0.43,0.48,0.4,0.39,0.43,0.78,0.29,0.38,0.41,0.47
coot.csv,0.78,0.0,0.75,0.47,0.39,0.72,0.61,0.63,0.49,0.47,0.5,0.57,0.0,0.42,0.42,0.41,0.6,0.39,0.57,0.54
cuberok.csv,0.4,0.48,0.39,0.54,0.56,0.52,0.68,0.54,0.53,0.61,0.53,0.68,0.45,0.52,0.44,0.86,0.45,0.79,0.55,0.56
dsworkbench.csv,0.8,0.47,0.85,0.95,0.94,0.42,0.74,0.88,0.9,0.69,0.67,0.67,0.83,0.83,0.67,0.92,0.44,0.95,0.62,0.93
gabel.csv,0.43,0.44,0.6,0.55,0.64,0.54,0.66,0.59,0.52,0.82,0.58,0.0,0.5,0.76,0.88,0.85,0.36,0.89,0.69,0.94
gephex.csv,0.51,0.36,0.33,0.53,0.68,0.51,0.41,0.51,0.45,0.81,0.48,0.42,0.41,0.55,0.44,0.46,0.32,0.41,0.44,0.58
haggle.csv,0.93,0.92,0.5,0.48,0.0,0.94,0.67,0.87,0.5,0.67,0.8,0.67,0.53,0.83,0.53,0.89,0.39,0.0,0.95,0.92
icescrum.csv,0.54,0.4,0.89,0.43,0.39,0.49,0.5,0.49,0.46,0.67,0.67,0.8,0.89,0.48,0.48,0.46,0.5,0.54,0.5,0.58
javaprofiler.csv,0.38,0.42,0.45,0.49,0.4,0.47,0.43,0.45,0.46,0.48,0.44,0.55,0.67,0.42,0.42,0.55,0.38,0.4,0.4,0.49
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.41,0.72,0.34,0.36,0.42,0.55,0.46,0.38,0.41,0.58,0.43,0.39,0.39,0.34,0.36,0.35,0.3,0.33,0.42,0.52
octet.csv,0.92,0.47,0.42,0.64,0.43,0.45,0.57,0.44,0.72,0.54,0.91,0.69,0.8,0.45,0.48,0.47,0.41,0.59,0.43,0.71
openefm.csv,0.5,0.47,0.72,0.63,0.62,0.56,0.61,0.62,0.58,0.69,0.5,0.78,0.56,0.82,0.88,0.78,0.32,0.94,0.65,0.86
rcp-company-uibindings.csv,0.62,0.37,0.46,0.4,0.39,0.42,0.47,0.46,0.45,0.52,0.42,0.5,0.48,0.38,0.41,0.36,0.53,0.4,0.43,0.62
servicestack.csv,0.86,0.94,0.8,0.89,0.0,0.92,0.88,0.75,0.0,0.94,0.0,0.0,0.57,0.0,0.67,0.0,0.83,0.0,0.97,0.67
synecdoche.csv,0.48,0.41,0.35,0.94,0.37,0.42,0.58,0.42,0.59,0.4,0.52,0.57,0.53,0.5,0.45,0.5,0.3,0.62,0.52,0.65
tmva.csv,0.37,0.37,0.32,0.46,0.62,0.4,0.42,0.45,0.5,0.38,0.44,0.45,0.4,0.38,0.43,0.9,0.31,0.93,0.39,0.41
wsmt.csv,0.86,0.9,0.51,0.92,0.0,0.97,0.81,0.97,0.75,0.98,0.92,0.62,0.62,0.83,0.62,0.8,0.83,0.8,0.65,0.68
