,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.82,0.32,0.0,0.26,0.43,1.0,0.29,0.76,0.34,0.18,0.61,0.02,0.62,0.06,0.12,0.44
elateportal.csv,1.0,0.42,0.92,0.71,0.46,0.8,0.71,0.76,0.91,0.65,0.54,0.95,0.91,0.64,0.22,0.56
gmerlin.csv,0.92,0.94,0.0,0.0,0.0,1.0,0.34,0.0,0.59,0.82,0.0,1.0,0.98,0.0,0.07,0.98
gretl.csv,0.97,0.7,0.33,0.74,0.54,0.24,0.55,0.65,0.75,0.53,0.71,0.14,0.85,0.71,0.54,0.81
illumination.csv,0.03,0.91,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.82,0.0,1.0,0.68,0.0,0.03,1.0
mpgravity.csv,1.0,0.94,0.67,0.56,0.15,1.0,0.54,0.7,0.62,0.82,0.67,1.0,0.92,0.01,0.78,0.88
nativeclient.csv,0.46,0.56,0.92,0.58,0.37,0.32,0.22,0.49,0.31,0.53,0.72,0.09,0.68,0.33,0.65,0.56
natpad.csv,0.95,0.13,0.08,0.65,0.26,0.64,0.38,0.4,0.53,0.47,0.57,0.25,0.66,0.77,0.29,0.7
ogre.csv,0.08,0.87,0.92,0.51,0.95,0.16,0.52,0.85,0.72,0.76,0.78,1.0,0.66,0.32,0.84,0.72
open-ms.csv,0.28,0.48,0.67,0.45,0.46,0.32,0.18,0.82,0.53,0.59,0.56,0.98,0.57,0.31,0.32,0.44
openmsx.csv,0.1,0.76,0.17,0.0,0.21,0.88,0.55,0.46,0.41,0.59,0.02,0.98,0.85,0.0,0.16,0.42
oppna-program-hsatools.csv,0.21,0.86,0.92,0.65,0.74,0.2,0.31,0.89,0.53,0.53,0.9,0.18,0.62,0.5,0.99,0.74
sandiaportals.csv,0.97,0.28,0.25,0.65,0.11,0.92,0.49,0.2,0.41,0.12,0.55,0.0,0.83,0.54,0.5,0.84
sauerbraten.csv,0.79,0.73,1.0,1.0,1.0,0.68,0.97,1.0,1.0,0.82,0.98,0.95,1.0,1.0,1.0,1.0
yarp.csv,0.21,0.47,0.0,0.0,0.04,0.68,0.03,0.05,0.0,0.24,0.18,0.0,0.0,0.0,0.0,0.0
zemljanka.csv,0.87,0.99,0.0,0.65,0.74,0.92,0.75,0.8,0.62,0.94,0.79,0.95,0.68,0.82,0.78,0.79
