,id,expected,max_bell,avge,median,bellwether,size
56,2,1,2,1.5,0.79,logicmail.csv,2
53,3,2,1,1.57,0.63,benojt.csv,7
51,4,6,3,2.61,0.56,beast-mcmc.csv,18
58,5,2,3,1.33,0.575,springside.csv,6
25,6,6,4,3.21,0.55,freelords.csv,19
20,7,3,2,1.11,0.5,jsidplay2.csv,9
31,8,4,1,1.23,0.4,array4j.csv,13
28,10,0,0,0.0,0.2,atunes.csv,1
19,11,1,1,0.75,0.45499999999999996,fluent-nhibernate.csv,4
57,13,1,2,1.0,0.69,amanda.csv,3
59,14,6,7,2.68,0.45999999999999996,patterntesting.csv,20
52,15,5,2,1.79,0.535,openmeetings.csv,14
22,16,3,5,2.33,0.68,enlightenment.csv,9
27,17,7,6,2.85,0.62,jmule.csv,20
17,18,1,0,0.67,0.32,qpe.csv,3
29,19,3,3,1.7,0.605,fritzing.csv,10
16,20,2,1,0.6,0.345,voms.csv,6
32,21,3,3,1.56,0.58,ultimairis.csv,9
30,26,2,1,0.43,0.48,bochs.csv,7
18,27,4,2,1.45,0.44,boost-sandbox.csv,11
26,28,5,6,2.43,0.585,somap.csv,14
21,29,6,12,6.47,0.71,itext.csv,18
37,31,4,2,1.09,0.48,heekscad.csv,11
6,32,3,3,1.2,0.535,mob-sen-plat.csv,10
15,33,7,7,4.45,0.595,img-browse-sort.csv,20
14,34,6,8,3.82,0.63,mpgravity.csv,17
7,35,6,9,4.94,0.6200000000000001,maya-work-in-progress.csv,18
36,36,2,4,2.43,0.72,mcmc-jags.csv,7
42,37,5,7,3.25,0.595,zengine.csv,16
35,38,2,0,0.57,0.32999999999999996,kowari.csv,8
43,39,4,3,1.67,0.585,yield.csv,12
54,40,2,2,1.33,0.45499999999999996,adaptagrams.csv,6
49,41,6,9,5.47,0.71,irrlicht.csv,17
23,42,3,2,1.62,0.605,etics.csv,8
34,43,2,1,0.8,0.48,jparsec.csv,5
33,44,2,3,1.2,0.67,pcgen.csv,5
24,45,2,4,1.57,0.68,sumatrapdf.csv,7
48,46,4,5,2.25,0.56,mscore.csv,12
55,47,5,8,3.8,0.66,enzo.csv,15
50,48,2,2,1.29,0.62,google-web-toolkit.csv,7
3,50,3,4,2.2,0.62,ivataopenportal.csv,11
10,51,5,3,2.2,0.5800000000000001,glas.csv,16
44,52,1,2,1.67,0.67,pdfedit.csv,3
41,53,4,1,0.45,0.38,jaxen.csv,13
40,54,3,2,1.12,0.47500000000000003,abbot.csv,8
45,55,6,6,2.89,0.49,xuggle.csv,18
9,56,5,5,3.07,0.52,sevenupdate.csv,15
5,57,1,1,0.5,0.445,jmol.csv,2
11,58,1,0,0.5,0.425,maidsafe-dht.csv,4
1,59,4,3,1.75,0.485,vdsf.csv,12
13,60,2,1,1.0,0.55,plplot.csv,6
0,61,3,4,2.0,0.615,barracudamvc.csv,10
39,62,1,2,1.5,0.71,silvertree.csv,2
46,63,0,0,0.0,0.62,jrdf.csv,1
47,64,4,8,4.42,0.75,wpdev.csv,12
38,65,6,7,3.0,0.65,grisbi.csv,17
2,66,3,2,0.8,0.52,psrchive.csv,10
12,67,5,9,5.06,0.71,megasquirtavr.csv,16
4,68,4,2,1.64,0.485,tktoolkit.csv,12
8,69,3,3,1.44,0.49,kaffeine.csv,9
