,id,expected,max_bell,avge,median,bellwether,size
56,2,0,1,1.0,0.505,mclient-mume.csv,2
53,3,1,5,2.0,0.69,chrysalis.csv,7
51,4,3,3,2.11,0.615,beast-mcmc.csv,18
58,5,1,3,1.33,0.655,springside.csv,6
25,6,3,4,2.89,0.59,geotools.csv,19
20,7,1,4,2.33,0.62,jmoney.csv,9
31,8,2,2,1.46,0.52,tmva.csv,13
28,10,0,1,1.0,0.8,atunes.csv,1
19,11,1,2,1.75,0.71,gpsmid.csv,4
57,13,0,1,1.0,0.64,amanda.csv,3
59,14,3,6,2.79,0.595,unflobtactical.csv,20
52,15,2,3,1.64,0.585,openmeetings.csv,14
22,16,1,1,0.56,0.62,psycle.csv,9
27,17,3,9,3.4,0.64,jmule.csv,20
17,18,0,1,0.67,0.65,lmms.csv,3
29,19,2,6,2.4,0.66,fritzing.csv,10
16,20,1,2,1.2,0.575,voms.csv,6
32,21,1,5,2.22,0.67,ppcboot.csv,9
30,26,1,4,1.57,0.68,galaxium.csv,7
18,27,2,4,1.73,0.58,boost-sandbox.csv,11
26,28,2,2,1.64,0.61,kdenlive.csv,14
21,29,3,7,3.12,0.64,google-caja.csv,18
37,31,2,5,2.09,0.65,heekscad.csv,11
6,32,2,2,0.7,0.525,mob-sen-plat.csv,10
15,33,3,11,4.4,0.66,jajuk.csv,20
14,34,3,8,3.29,0.63,go.csv,17
7,35,3,11,5.78,0.685,grafx2.csv,18
36,36,1,2,1.29,0.64,libtorrent.csv,7
42,37,3,4,1.75,0.605,owlib.csv,16
35,38,1,4,1.71,0.625,apolloplayer.csv,8
43,39,2,7,4.33,0.69,applet2app.csv,12
54,40,1,2,1.0,0.63,adaptagrams.csv,6
49,41,3,8,4.29,0.63,auber.csv,17
23,42,1,5,2.38,0.675,boost.csv,8
34,43,1,1,1.0,0.51,ossbuild.csv,5
33,44,1,3,1.6,0.67,selenium.csv,5
24,45,1,2,1.43,0.62,open-data-kit.csv,7
48,46,2,5,2.5,0.63,openmalaria.csv,12
55,47,2,5,2.73,0.61,reactos-mirror.csv,15
50,48,1,2,1.29,0.64,google-web-toolkit.csv,7
3,50,2,2,1.4,0.55,olex2.csv,11
10,51,2,3,2.07,0.6,glas.csv,16
44,52,0,1,1.0,0.57,pdfedit.csv,3
41,53,2,2,1.82,0.51,wgs-assembler.csv,13
40,54,1,1,1.0,0.505,projectts.csv,8
45,55,3,7,3.61,0.635,frogatto.csv,18
9,56,2,3,1.71,0.57,cleartk.csv,15
5,57,0,1,1.0,0.58,papertoolkit.csv,2
11,58,1,2,1.25,0.665,n2cms.csv,4
1,59,2,2,1.25,0.54,ldview.csv,12
13,60,1,1,1.17,0.6,plplot.csv,6
0,61,2,4,1.7,0.585,irplus.csv,10
39,62,0,1,1.0,0.62,freewrl.csv,2
46,63,0,1,1.0,0.85,jrdf.csv,1
47,64,2,5,1.83,0.64,unicase.csv,12
38,65,3,4,1.71,0.55,red5.csv,17
2,66,2,1,1.5,0.63,rebecca-aiml.csv,10
12,67,3,3,1.81,0.5700000000000001,hazelcast.csv,16
4,68,2,2,1.82,0.5549999999999999,tzod.csv,12
8,69,1,3,1.78,0.58,htmlunit.csv,9
