,id,max_bell,avge,median,bellwether
0,1,6,5.29,0.5,sidekar.csv
1,9,2,1.5,0.375,emftriple.csv
2,12,8,7.11,0.43,empyrean.csv
3,25,4,3.5,0.33999999999999997,cme.csv
4,30,16,12.89,0.56,xined.csv
5,49,19,13.6,0.765,tcvp.csv
