,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.13,0.0,0.0,0.99,0.09,0.0
jahshaka.csv,0.55,1.0,0.67,0.44,0.23,0.74
jam-daq.csv,0.58,0.5,0.35,0.55,0.44,0.97
jatlas.csv,0.1,0.0,0.02,0.04,1.0,0.05
jedit.csv,0.98,0.7,0.57,0.73,0.43,0.6
open-media-library.csv,0.55,0.31,1.0,0.46,0.78,0.72
