,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.97,1.0,1.0,0.01,0.98,1.0
jahshaka.csv,0.75,0.0,0.53,0.68,0.86,0.49
jam-daq.csv,0.55,0.56,0.71,0.51,0.65,0.04
jatlas.csv,0.92,1.0,0.98,1.02,0.0,0.96
jedit.csv,0.03,0.58,0.66,0.32,0.7,0.53
open-media-library.csv,0.69,0.74,0.0,0.83,0.35,0.46
