,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.96,0.49,0.4,0.43,0.14
aime.csv,0.42,0.26,0.38,0.15,0.79
badtrinitycore.csv,0.08,0.5,0.09,0.85,0.36
electric-core.csv,0.54,0.51,0.92,0.62,0.79
olsrd.csv,0.96,1.0,0.76,0.7,0.86
