,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.4,0.38,0.6,0.75,0.89
aime.csv,0.56,0.9,0.79,0.86,0.91
badtrinitycore.csv,0.5,0.52,0.96,0.97,0.88
electric-core.csv,0.57,0.65,0.83,0.53,0.49
olsrd.csv,0.3,0.4,0.42,0.43,0.43
