,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,1.0,0.97,0.42,0.2,0.27
aime.csv,0.53,0.8,0.39,0.28,1.0
badtrinitycore.csv,0.45,0.5,0.63,1.0,0.17
electric-core.csv,0.5,0.74,1.0,0.12,0.18
olsrd.csv,0.62,1.0,0.25,0.14,0.2
