,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,1.0,0.66,0.45,0.3,0.24
aime.csv,0.39,0.65,0.45,0.37,0.83
badtrinitycore.csv,0.27,0.03,0.18,0.96,0.27
electric-core.csv,0.41,0.32,0.98,0.2,0.26
olsrd.csv,0.76,1.0,0.38,0.24,0.32
