,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.28,0.19,0.12,0.5,0.3,0.75,0.97,0.36,0.37,0.03,0.18,0.29,0.0,0.06,0.4
cme.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0
hydrate.csv,0.21,0.12,0.19,0.0,0.15,0.01,0.03,0.82,0.17,0.08,0.76,0.11,0.2,0.94,1.0
ivef-sdk.csv,0.69,0.59,0.59,1.0,0.81,1.0,0.76,0.0,0.63,0.74,0.48,0.17,0.4,0.0,0.8
jmri.csv,0.46,0.4,0.95,0.23,0.7,0.57,0.33,0.64,0.57,0.49,0.39,0.63,0.2,0.52,1.0
jython.csv,0.86,0.76,0.83,0.93,0.81,0.88,0.91,1.0,0.97,0.74,0.76,0.89,1.0,0.61,1.0
kdenlive.csv,1.0,0.73,0.42,0.57,0.44,0.88,0.15,0.91,0.63,0.54,0.52,0.37,0.6,0.52,0.8
ninject.csv,0.07,0.13,0.59,0.0,0.07,0.0,0.06,0.73,0.1,0.87,0.12,0.14,0.8,0.64,0.0
ondex.csv,0.03,0.07,0.3,0.0,0.11,0.12,0.06,0.55,0.13,0.54,0.97,0.06,0.0,0.12,0.0
opentibia.csv,0.92,0.96,0.23,0.83,0.3,0.45,0.58,0.45,0.57,0.26,0.09,0.94,0.4,0.45,0.4
projectfactory.csv,0.59,0.61,0.44,0.37,0.63,0.9,0.88,0.91,0.7,0.97,0.52,0.89,1.0,0.91,1.0
taverna.csv,0.44,0.3,0.24,0.3,0.96,0.09,0.48,0.05,0.37,0.36,0.21,0.26,0.2,0.12,0.4
tigermud.csv,0.39,0.36,0.33,0.77,0.59,0.78,0.82,0.82,0.13,0.13,0.52,0.8,0.6,0.73,0.0
unbvision.csv,0.65,0.42,0.72,0.47,0.11,0.9,0.15,0.91,1.0,0.56,0.42,0.26,0.2,0.15,0.8
x-ray-mule.csv,0.31,0.17,0.42,0.97,0.44,0.04,0.09,0.23,0.53,0.64,0.58,0.34,0.2,0.39,0.0
