,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.47,0.94,0.37,1.0,0.35,0.78,1.0,0.89,0.19,0.5,0.08,0.83,0.0,0.4,0.14
cme.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hydrate.csv,0.71,0.91,0.56,0.0,0.25,0.14,0.5,0.41,0.71,0.43,0.25,0.67,0.25,1.0,0.25
ivef-sdk.csv,0.73,0.94,0.47,0.7,0.39,1.0,0.52,0.0,0.23,0.48,0.17,0.46,0.04,0.0,0.11
jmri.csv,0.72,0.85,0.99,0.41,0.41,0.88,0.38,0.1,0.32,0.53,0.2,0.54,0.07,0.59,0.13
jython.csv,0.66,0.86,0.51,0.64,0.31,0.89,0.48,1.0,0.27,0.49,0.18,0.67,0.08,0.59,0.1
kdenlive.csv,0.99,0.91,0.52,0.61,0.38,0.94,0.28,0.36,0.39,0.5,0.19,0.57,0.13,0.65,0.12
ninject.csv,0.56,0.85,0.47,0.0,0.25,0.0,0.5,0.1,0.43,0.49,0.27,0.5,1.0,0.75,0.0
ondex.csv,0.22,0.86,0.38,0.0,0.5,1.0,0.67,0.35,0.31,0.51,1.0,0.67,0.0,0.8,0.0
opentibia.csv,0.71,1.0,0.4,0.61,0.4,0.97,0.73,0.07,0.25,0.4,0.06,0.72,0.09,0.62,0.13
projectfactory.csv,0.65,0.86,0.53,0.42,0.37,0.69,0.54,0.39,0.26,1.0,0.15,0.62,0.13,0.65,0.13
taverna.csv,0.58,0.93,0.48,0.69,0.96,0.21,0.55,1.0,0.23,0.56,0.09,0.69,0.05,0.67,0.08
tigermud.csv,0.47,0.86,0.31,0.79,0.36,0.98,0.57,0.12,0.12,0.38,0.15,1.0,0.08,0.67,0.0
unbvision.csv,0.64,0.83,0.48,0.58,0.27,1.0,0.28,0.48,1.0,0.5,0.23,0.53,0.08,1.0,0.11
x-ray-mule.csv,0.63,0.93,0.43,0.97,0.32,1.0,0.6,0.5,0.18,0.45,0.16,0.67,0.03,0.59,0.0
