,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.91,0.94,0.99,0.93,0.91,0.61,0.72,0.89,0.9,0.5,0.64,0.92,0.88,0.8,0.86
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.95,0.91,0.85,0.5,0.69,0.86,0.5,0.95,0.86,0.86,0.43,0.83,0.75,0.42,0.45
ivef-sdk.csv,0.42,0.5,0.64,0.49,0.54,0.61,0.58,0.0,0.49,0.5,0.59,0.92,0.48,0.0,0.6
jmri.csv,0.52,0.59,0.59,0.41,0.52,0.7,0.66,0.25,0.62,0.56,0.58,0.59,0.93,0.55,0.42
jython.csv,0.43,0.49,0.48,0.45,0.43,0.62,0.45,0.95,0.5,0.49,0.41,0.52,0.38,0.5,0.42
kdenlive.csv,0.44,0.45,0.51,0.61,0.62,0.65,0.5,0.78,0.55,0.4,0.49,0.52,0.78,0.5,0.47
ninject.csv,0.89,0.92,0.49,0.0,0.88,0.75,0.75,0.27,0.86,0.44,0.93,0.6,0.75,0.39,0.54
ondex.csv,0.89,0.86,0.69,0.0,0.83,0.88,0.67,0.97,0.92,0.63,0.97,0.67,0.8,0.8,0.58
opentibia.csv,0.41,0.45,0.82,0.44,0.95,0.84,0.88,0.28,0.43,0.68,0.86,0.5,0.59,0.58,0.87
projectfactory.csv,0.54,0.63,0.65,0.46,0.46,0.48,0.48,0.84,0.57,0.61,0.5,0.48,0.47,0.41,0.46
taverna.csv,0.68,0.74,0.87,0.85,0.7,0.59,0.72,0.0,0.6,0.68,0.56,0.92,0.63,0.83,0.67
tigermud.csv,0.73,0.86,0.59,0.76,0.57,0.79,0.53,0.28,0.94,0.92,0.44,0.5,0.46,0.42,0.71
unbvision.csv,0.6,0.64,0.52,0.58,0.91,0.68,0.67,0.98,0.73,0.57,0.74,0.59,0.92,0.8,0.43
x-ray-mule.csv,0.63,0.93,0.7,0.67,0.61,0.67,0.8,0.9,0.56,0.52,0.44,0.67,0.61,0.68,0.91
