,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.59,0.08,0.17,0.0,0.28,0.47,0.0,0.01,0.56,0.02,0.44,0.1,0.15,0.16,0.23
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.15,0.08,0.13,0.1,0.23,0.2,0.03,0.18,0.02,0.09,0.47,0.1,0.05,0.0,0.29
ivef-sdk.csv,0.46,0.25,0.58,0.65,0.66,0.0,0.66,0.0,0.74,0.72,0.49,0.33,0.84,0.0,0.6
jmri.csv,0.33,0.5,0.01,0.5,0.51,0.17,0.51,0.85,0.42,0.4,0.32,0.9,0.24,0.63,0.63
jython.csv,0.82,0.83,0.72,0.8,0.94,0.23,0.91,0.0,0.94,0.7,0.69,0.71,1.0,0.74,0.9
kdenlive.csv,0.03,0.5,0.34,0.55,0.38,0.13,0.37,0.24,0.35,0.49,0.44,0.48,0.36,0.47,0.58
ninject.csv,0.1,0.17,0.58,0.05,0.11,0.13,0.06,0.96,0.05,0.84,0.07,0.24,0.0,0.37,0.25
ondex.csv,0.18,0.08,0.44,0.0,0.06,0.0,0.03,0.15,0.11,0.47,0.0,0.05,0.09,0.05,0.23
opentibia.csv,0.67,0.0,0.3,0.8,0.23,0.03,0.2,0.93,0.59,0.35,0.29,0.62,0.36,0.47,0.25
projectfactory.csv,0.59,0.67,0.34,0.75,0.55,0.9,0.71,0.21,0.69,0.0,0.6,0.9,0.6,0.84,0.65
taverna.csv,0.56,0.17,0.23,0.2,0.02,0.77,0.37,0.0,0.42,0.26,0.42,0.19,0.33,0.11,0.42
tigermud.csv,0.79,0.42,0.66,0.3,0.53,0.03,0.57,0.93,0.34,0.19,0.61,0.0,0.65,0.63,0.33
unbvision.csv,0.67,0.58,0.69,0.5,0.15,0.0,0.37,0.15,0.0,0.51,0.29,0.38,0.2,0.0,0.63
x-ray-mule.csv,0.33,0.08,0.5,0.05,0.49,0.0,0.06,0.03,0.86,0.72,0.63,0.29,0.55,0.47,0.21
