,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.95,0.31,0.5,0.4,0.62,0.43,0.75,0.38,0.75,0.48,0.59,0.96,0.75,0.64,0.46,0.35,0.53,0.66
autofac.csv,0.56,0.37,0.88,0.46,0.52,0.43,0.46,0.44,0.86,0.46,0.41,0.46,0.48,0.54,0.62,0.36,0.36,0.47
azureus.csv,0.39,0.37,0.38,0.32,0.45,0.39,0.45,0.41,0.39,0.46,0.44,0.53,0.41,0.46,0.42,0.34,0.4,0.4
dsworkbench.csv,0.92,0.54,0.45,0.89,0.93,0.77,0.5,0.92,0.8,0.86,0.5,0.97,0.79,0.0,0.75,0.96,0.87,0.92
forester-atv.csv,0.61,0.45,0.65,0.86,0.8,0.75,0.65,0.91,0.43,0.94,0.9,0.46,0.49,0.83,0.9,0.9,0.57,0.75
freelords.csv,0.35,0.35,0.38,0.37,0.47,0.48,0.38,0.47,0.33,0.41,0.43,0.39,0.39,0.64,0.6,0.42,0.45,0.5
gabel.csv,0.0,0.39,0.44,0.62,0.66,0.64,0.52,0.42,0.86,0.61,0.48,0.97,0.47,0.57,0.75,0.75,0.62,0.93
gephex.csv,0.58,0.46,0.36,0.33,0.54,0.44,0.44,0.39,0.57,0.48,0.48,0.7,0.5,0.48,0.4,0.52,0.42,0.62
google-collections.csv,0.36,0.37,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.41,0.38,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.58,0.37,0.43,0.46,0.55,0.48,0.49,0.43,0.48,0.45,0.38,0.46,0.46,0.43,0.62,0.44,0.41,0.5
jpaul.csv,0.53,0.43,0.39,0.75,0.0,0.92,0.46,0.74,0.6,0.62,0.52,0.58,0.47,0.83,0.72,0.0,0.97,0.69
mycila.csv,0.41,0.78,0.39,0.33,0.44,0.69,0.51,0.6,0.34,0.46,0.85,0.59,0.48,0.54,0.59,0.38,0.58,0.47
neodatis-odb.csv,0.42,0.35,0.71,0.58,0.92,0.94,0.45,0.67,0.73,0.51,0.88,0.64,0.51,0.71,0.5,0.51,0.45,0.7
octet.csv,0.69,0.48,0.92,0.52,0.75,0.94,0.67,0.95,0.59,0.74,0.8,0.91,0.57,0.92,0.0,0.69,0.49,0.88
personalaccess.csv,0.91,0.39,0.41,0.5,0.65,0.55,0.39,0.48,0.4,0.43,0.41,0.41,0.36,0.7,0.83,0.49,0.51,0.57
rcp-company-uibindings.csv,0.37,0.33,0.37,0.45,0.44,0.45,0.36,0.41,0.53,0.47,0.53,0.56,0.45,0.41,0.45,0.4,0.44,0.73
scenemonitor.csv,0.81,0.38,0.45,0.67,0.87,0.59,0.52,0.86,0.47,0.75,0.56,0.46,0.51,0.83,0.59,0.78,0.54,0.8
servicestack.csv,0.0,0.39,0.64,0.6,0.0,0.88,0.75,0.57,0.5,0.88,0.69,0.96,0.77,0.67,0.59,0.0,0.97,0.75
