,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.85,0.75,0.87,0.77,1.0,0.64,1.0
k3d.csv,0.29,0.5,0.77,0.03,0.0,0.01,0.0
massiv.csv,0.0,0.0,0.17,0.5,1.0,0.1,0.0
net-snmp.csv,0.73,1.0,0.63,0.43,0.75,0.98,1.0
patterntesting.csv,0.88,1.0,0.93,0.67,0.75,1.0,1.0
t-2.csv,0.85,0.29,0.9,0.03,0.75,0.61,0.2
xreal.csv,0.12,0.58,0.37,0.03,0.0,0.04,1.0
