,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.94,0.19,0.94,0.32,0.96,0.47,0.92
k3d.csv,0.22,0.29,0.15,0.0,0.06,0.02,0.2
massiv.csv,0.0,0.0,0.05,0.38,0.03,0.37,0.06
net-snmp.csv,0.37,1.0,0.24,0.6,0.59,1.0,0.53
patterntesting.csv,0.92,0.97,0.84,0.21,0.81,0.97,0.91
t-2.csv,0.94,0.39,0.87,0.02,0.57,0.18,0.6
xreal.csv,0.16,0.52,0.45,0.19,0.19,0.11,0.01
