,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.53,0.64,0.54,0.64,0.55,0.46,0.57,0.54,0.52,0.62,0.44,0.54,0.53,0.58,0.82,0.7,0.6,0.97,0.47,0.76
ardour.csv,0.56,0.6,0.57,0.41,0.9,0.73,0.56,0.38,0.42,0.7,0.71,0.65,0.43,0.61,0.51,0.84,0.49,0.69,0.52,0.69
arianne.csv,0.74,0.4,0.98,0.95,0.78,1.0,0.89,1.0,0.97,0.97,1.0,1.0,0.94,0.9,0.96,0.89,0.82,0.95,0.99,1.0
bacnet.csv,0.55,0.85,0.5,0.54,0.5,0.65,0.5,0.37,0.49,0.49,0.58,0.74,0.54,0.73,0.46,0.92,0.57,0.63,0.63,0.77
cortex-vfx.csv,0.57,0.66,0.54,0.43,0.9,0.6,0.75,0.69,0.48,0.72,0.7,0.88,0.49,0.69,0.48,0.68,0.53,0.56,0.62,0.57
emeraldemu.csv,0.87,0.58,0.57,0.36,0.87,0.96,0.77,0.98,0.35,0.97,1.0,0.99,0.56,0.62,0.63,1.0,0.59,0.58,0.94,0.73
fritzing.csv,0.37,0.65,0.43,0.46,0.38,0.51,0.61,0.42,0.44,0.76,0.67,0.7,0.73,0.56,0.57,1.0,0.54,0.72,0.61,0.76
gnupdate.csv,0.8,0.66,0.92,0.67,0.75,0.57,0.73,0.69,0.77,0.79,0.23,0.63,0.54,0.63,0.58,0.64,0.49,0.72,0.79,0.44
grafx2.csv,0.73,0.58,0.67,0.43,0.87,0.65,0.57,0.3,0.43,0.62,0.61,0.6,0.58,0.58,0.6,0.73,0.53,0.7,0.57,0.68
gstreamer.csv,0.74,0.76,0.8,0.71,0.93,0.59,0.58,0.66,0.78,0.74,0.69,0.82,0.59,0.57,0.54,0.83,0.6,0.92,0.4,0.88
keyczar.csv,0.99,0.89,0.87,0.96,0.94,0.91,0.81,0.97,1.0,0.9,0.95,0.72,0.98,0.93,1.0,0.54,0.89,1.0,0.83,0.92
linux-ntfs.csv,0.62,0.64,0.49,0.62,0.59,0.55,0.62,0.47,0.68,0.77,0.84,0.66,0.57,0.53,0.83,0.6,0.59,0.65,0.56,0.68
multitude.csv,0.7,0.8,0.8,0.68,0.77,0.54,0.59,0.58,0.72,0.77,0.64,0.85,0.78,0.41,0.47,0.87,0.6,0.95,0.56,0.93
planeshift.csv,0.76,0.78,0.78,0.6,0.73,0.8,0.44,0.45,0.64,0.8,0.94,0.81,0.89,0.76,0.99,0.87,0.71,1.0,0.82,1.0
rsyslog.csv,0.57,0.64,0.88,0.56,0.42,0.37,0.62,0.33,0.44,0.82,0.54,0.59,0.65,0.62,0.53,0.72,0.67,0.86,0.51,0.87
salasaga.csv,0.47,0.82,0.55,0.65,0.75,0.55,0.53,0.39,0.55,0.61,0.6,0.75,0.65,0.7,0.42,0.84,0.51,0.58,0.61,0.84
wow-qrsk.csv,0.86,0.61,0.48,0.43,0.86,0.92,0.9,0.7,0.31,0.69,0.7,0.9,0.9,0.88,0.64,1.0,0.92,0.61,0.73,0.85
xmoto.csv,0.68,0.67,0.41,0.53,0.45,0.49,0.55,0.42,0.37,0.67,0.69,0.62,0.53,0.6,0.8,0.59,0.37,0.65,0.93,0.97
xuggle.csv,0.51,0.67,0.34,0.55,0.5,0.48,0.66,0.46,0.4,0.67,0.76,0.68,0.7,0.6,0.47,0.84,0.7,0.65,0.81,0.91
yield.csv,0.73,0.79,0.46,0.55,0.34,0.5,0.65,0.4,0.46,0.64,0.43,0.63,0.62,0.56,0.65,0.55,0.54,0.88,0.63,0.76
