,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.4,0.16,0.49,0.42,0.18,0.16,0.2,0.0,0.11
flylegacy.csv,0.59,0.55,0.81,0.3,0.53,0.48,0.51,0.37,0.63
ftm.csv,0.43,0.22,0.58,0.3,0.31,0.37,0.6,0.36,0.64
jguard.csv,0.49,0.45,0.79,0.31,0.66,0.61,0.52,0.43,0.65
m-a-d-n-e-s-s.csv,0.34,0.0,0.43,0.26,0.11,0.0,0.65,0.18,0.62
mob-sen-plat.csv,0.55,0.86,0.84,0.25,0.72,0.52,0.51,0.5,0.6
raygina.csv,0.67,0.0,0.64,0.28,0.36,0.31,0.34,0.43,0.18
upp-mirror.csv,0.34,0.11,0.73,0.32,0.73,0.45,0.5,0.43,0.49
yarp.csv,0.29,0.0,0.43,0.17,0.0,0.25,0.31,0.6,0.03
