,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.69,0.33,0.24,0.35,0.34,0.54,0.59,0.33,0.02,0.35,0.32,0.44,0.68,0.5,0.53,0.61
amygdala.csv,0.67,0.07,0.28,0.55,0.21,0.44,0.5,0.29,0.0,0.37,0.2,0.72,0.27,0.63,0.46,0.46
awemud.csv,0.72,0.75,0.26,0.25,0.78,0.57,0.52,0.28,0.01,0.0,0.3,0.58,0.55,0.73,0.63,0.54
bullet.csv,0.71,0.68,0.26,0.61,0.56,0.78,0.45,0.19,0.03,0.0,0.16,0.63,0.33,0.15,0.51,0.7
customwars.csv,0.66,0.48,0.17,0.47,0.37,0.55,0.48,0.19,0.02,0.0,0.3,0.4,0.64,0.57,0.64,0.64
dvd-create.csv,0.59,0.76,0.31,0.26,0.87,0.72,0.51,0.32,0.0,0.0,0.27,0.68,0.31,0.66,0.62,0.75
gbif-indexingtoolkit.csv,0.78,0.18,0.28,0.62,0.0,0.48,0.38,0.46,0.01,0.0,0.29,0.52,0.51,0.44,0.45,0.44
go.csv,0.69,0.78,0.4,0.24,0.35,0.63,0.59,0.3,0.01,0.0,0.3,0.66,0.38,0.69,0.68,0.58
gss.csv,0.81,0.73,0.41,0.7,0.82,0.84,0.54,0.29,0.01,0.0,0.25,0.7,0.53,0.72,0.74,0.81
kwave.csv,0.82,0.78,0.47,0.4,0.89,0.69,0.53,0.27,0.0,0.45,0.25,0.55,0.44,0.73,0.77,0.76
lsb.csv,0.77,0.61,0.25,0.72,0.84,0.76,0.46,0.3,0.01,0.0,0.27,0.62,0.62,0.62,0.6,0.74
mpgravity.csv,0.84,0.74,0.26,0.35,0.84,0.76,0.51,0.32,0.0,0.69,0.26,0.7,0.0,0.79,0.75,0.73
qcad2.csv,0.55,0.5,0.23,0.35,0.31,0.59,0.64,0.26,0.02,0.5,0.24,0.42,0.58,0.49,0.63,0.71
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.26,0.05,0.21,0.19,0.14,0.2,0.52,0.43,0.28
roller.csv,0.81,0.78,0.31,0.21,0.79,0.76,0.53,0.3,0.0,0.38,0.3,0.67,0.46,0.75,0.67,0.68
xinity.csv,0.39,0.71,0.4,0.21,0.76,0.53,0.36,0.24,0.0,0.37,0.17,0.39,0.27,0.47,0.78,0.56
