,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.27,0.04,0.11,0.09,0.0,0.29,0.24,0.28,0.31,0.05,0.48,0.14,0.22,0.1,0.46,0.1
amygdala.csv,0.43,0.0,0.48,0.08,0.06,0.19,0.19,0.72,0.3,0.88,0.29,0.37,0.2,0.39,0.35,0.7
awemud.csv,0.43,0.4,0.45,0.28,0.39,0.19,0.49,0.64,0.19,0.15,0.65,0.37,0.48,0.65,0.69,0.25
bullet.csv,0.5,0.69,0.79,0.27,0.28,0.24,0.35,0.36,0.02,0.29,0.42,0.6,0.34,0.45,0.42,0.65
customwars.csv,0.23,0.09,0.29,0.0,0.06,0.33,0.16,0.36,0.21,0.0,0.31,0.17,0.18,0.24,0.77,0.1
dvd-create.csv,0.37,0.64,0.39,0.96,0.11,0.29,0.8,0.62,0.51,0.0,0.84,0.37,0.78,0.67,0.38,0.75
gbif-indexingtoolkit.csv,0.43,0.02,0.38,0.03,0.0,0.43,0.33,0.38,0.43,0.0,0.69,0.29,0.05,0.39,0.38,0.1
go.csv,0.6,0.24,0.29,0.27,0.11,0.43,0.42,0.7,0.39,0.0,0.66,0.31,0.29,0.49,0.58,0.35
gss.csv,0.73,0.84,0.82,0.09,0.28,0.81,0.46,0.86,0.6,0.17,0.94,0.63,0.61,0.88,1.0,0.2
kwave.csv,0.63,1.0,0.23,1.0,1.0,0.52,0.82,0.8,0.76,0.29,0.85,0.71,0.89,0.75,0.81,0.55
lsb.csv,0.4,0.69,0.82,0.1,0.83,0.43,0.31,0.34,0.28,0.0,0.91,0.83,0.09,0.39,0.73,0.9
mpgravity.csv,0.83,0.38,0.68,0.91,0.83,0.76,0.94,0.92,0.0,0.27,1.0,0.86,0.0,0.76,0.85,1.0
qcad2.csv,0.23,0.16,0.12,0.22,0.06,0.33,0.33,0.44,0.23,0.22,0.37,0.31,0.27,0.35,0.62,0.7
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.44,0.09,0.12,0.34,0.03,0.1,0.2,0.27,0.05
roller.csv,0.6,0.31,0.59,0.73,0.61,0.76,0.76,0.7,0.72,0.22,0.71,0.83,0.87,0.27,0.69,1.0
xinity.csv,0.67,1.0,0.29,1.0,0.94,0.67,0.72,0.38,0.72,1.0,0.04,0.46,0.94,0.33,0.46,0.7
