,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.1,0.0,0.0,0.08,0.21,0.3,0.0,0.11,0.14,0.33,0.12,0.07,0.11,0.16,0.32,0.05,0.35
codeblocks.csv,0.55,0.46,0.49,0.81,0.07,0.45,0.34,0.81,0.26,0.48,0.45,0.07,0.05,0.26,0.26,0.99,0.29
ctrlr.csv,0.22,0.0,0.23,0.27,0.14,0.35,0.32,0.3,0.08,0.3,0.28,0.47,0.74,0.26,0.55,0.54,0.12
free-evolution.csv,0.72,1.0,0.64,0.51,0.55,0.82,0.27,0.57,0.29,0.43,0.36,0.37,0.22,0.53,0.47,0.34,0.5
fulguro.csv,0.5,0.6,0.46,0.03,0.83,0.6,0.42,0.3,0.37,0.33,0.43,0.67,0.5,0.21,0.35,0.29,0.65
gisgraphy.csv,0.05,0.0,0.49,0.76,0.0,0.16,0.42,0.78,0.2,0.57,0.4,0.13,0.05,0.11,0.18,0.56,0.1
ipfire-wall.csv,0.3,0.26,0.03,0.03,0.31,0.36,0.36,0.22,0.32,0.2,0.06,0.1,0.51,0.16,0.18,0.38,0.73
jruby.csv,0.7,1.0,0.08,0.03,0.48,0.72,0.02,0.03,0.1,0.15,0.03,0.67,0.24,0.58,0.45,0.0,0.4
l2j.csv,0.55,0.29,0.33,0.43,0.62,0.39,0.36,0.62,0.99,0.59,0.4,0.6,0.45,0.16,0.51,0.49,0.65
ldview.csv,0.6,1.0,0.49,0.38,0.1,0.39,0.2,0.65,0.6,0.52,0.26,0.23,0.42,0.58,0.32,0.63,0.62
libmesh.csv,0.35,0.04,0.21,0.35,0.24,0.41,0.1,0.46,0.34,0.28,0.36,0.63,0.83,0.11,0.49,0.52,0.1
red5.csv,0.92,0.55,0.79,0.92,0.41,0.79,0.9,0.81,0.63,0.72,0.65,0.77,0.41,0.79,0.65,1.0,0.77
t-2.csv,0.4,0.16,0.74,0.81,0.14,0.64,0.14,0.46,0.18,0.15,0.5,0.63,0.13,0.26,0.55,0.35,0.44
tencompetence.csv,0.28,0.56,0.15,0.05,0.34,0.42,0.51,0.16,0.77,0.8,0.59,0.27,0.54,0.58,0.29,0.33,0.5
vdsf.csv,0.68,0.18,0.77,0.49,1.0,0.86,0.73,0.7,0.65,0.93,0.8,0.67,0.95,0.95,0.91,0.33,0.92
xbrlapi.csv,0.38,0.0,0.05,0.05,0.79,0.29,0.08,0.19,0.38,0.33,0.08,0.37,0.37,0.0,0.35,0.29,0.56
xcf.csv,0.45,0.34,0.15,0.3,0.52,0.4,0.36,0.76,0.86,0.65,0.24,0.27,0.16,0.58,0.45,0.56,0.71
