,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,1.0,1.0,1.0,0.01,0.98,1.0,1.0
chrysalis.csv,0.76,0.84,0.91,0.76,0.81,0.7,0.15
jahshaka.csv,0.66,0.09,0.71,0.67,0.65,0.54,0.9
jam-daq.csv,0.66,0.82,0.73,0.42,0.63,0.04,0.72
jatlas.csv,0.98,1.0,0.9,0.98,0.0,0.96,1.0
jedit.csv,0.0,0.67,0.68,0.32,0.85,0.63,0.48
open-media-library.csv,0.73,0.5,0.0,0.71,0.5,0.56,0.91
