,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.04,0.18,0.2,0.0,0.26,0.22,0.14,0.08,0.5,0.04,0.95
fceugc.csv,0.64,0.46,0.58,0.71,0.52,0.57,0.64,0.92,0.31,0.38,0.73
flexpay.csv,0.3,0.39,0.49,0.1,0.0,0.45,0.42,0.85,0.19,0.38,0.05
jstock.csv,0.12,0.46,0.4,0.29,0.19,0.13,0.33,0.92,0.15,0.19,0.41
keyczar.csv,0.1,0.21,0.08,0.1,0.13,0.08,0.13,0.15,0.08,0.77,0.07
modellus.csv,0.28,0.54,0.57,0.38,0.48,0.77,0.75,0.31,0.38,0.19,0.1
open-data-kit.csv,0.43,0.82,0.81,0.86,0.52,0.9,0.72,0.77,0.46,0.17,1.0
phet.csv,0.57,0.5,0.13,0.29,0.35,0.28,0.54,0.62,0.35,1.0,0.44
qtractor.csv,0.32,0.79,0.55,0.52,0.55,0.76,0.59,0.46,0.38,0.02,0.17
sumatrapdf.csv,0.94,0.89,1.0,0.95,0.71,0.9,0.95,1.0,0.85,0.77,0.98
synergyspace.csv,0.38,0.5,0.67,0.29,0.65,0.52,0.53,0.46,0.65,0.4,0.05
