,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.05,0.17,0.24,0.05,0.11,0.19,0.09,0.09,0.53,0.0,0.17
fceugc.csv,0.59,0.38,0.52,0.26,0.31,0.52,0.59,0.65,0.33,0.53,0.7
flexpay.csv,0.5,0.54,0.25,0.19,0.02,0.15,0.25,0.44,0.28,0.47,0.26
jstock.csv,0.24,0.29,0.35,0.12,0.02,0.05,0.18,0.21,0.11,0.2,0.13
keyczar.csv,0.09,0.5,0.08,0.19,0.62,0.22,0.2,0.28,0.14,0.33,0.09
modellus.csv,0.51,0.12,0.45,0.12,0.05,0.2,0.34,0.09,0.28,0.27,0.04
open-data-kit.csv,0.53,0.58,0.76,0.7,0.16,0.62,0.18,0.26,0.67,0.07,0.65
phet.csv,0.26,0.75,0.27,0.6,0.85,0.59,0.86,0.79,0.54,0.93,0.78
qtractor.csv,0.51,0.25,0.39,0.28,0.25,0.34,0.23,0.26,0.31,0.0,0.3
sumatrapdf.csv,0.94,0.58,0.97,0.84,0.13,0.63,0.89,0.6,0.88,0.47,0.78
synergyspace.csv,0.46,0.29,0.59,0.12,0.29,0.19,0.36,0.58,0.28,0.27,0.22
