,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.92,0.84,0.72,0.93,1.01,0.79,0.67,0.89,1.0,0.92,0.84,0.33,0.91
bacula.csv,0.55,0.53,0.69,0.6,0.8,0.6,0.59,0.51,0.58,0.57,0.69,0.99,0.59
elmo.csv,0.88,0.87,0.49,0.94,0.74,0.79,0.8,0.92,0.92,0.84,0.55,0.92,0.75
jajuk.csv,0.69,0.96,0.7,0.65,0.29,0.59,0.64,0.62,0.65,0.53,0.46,0.62,0.59
ktc.csv,0.33,0.57,0.66,0.44,0.4,0.47,0.55,0.83,0.56,0.42,0.5,0.8,0.53
neoengine.csv,0.59,0.66,0.97,0.43,0.45,0.54,0.79,0.45,0.92,0.67,0.56,0.83,0.64
omseek.csv,0.72,0.72,1.0,0.83,0.63,0.65,0.81,0.98,0.69,0.76,0.7,1.01,0.42
pcgen.csv,0.83,0.94,0.62,0.94,0.46,0.99,0.99,0.63,1.0,0.97,0.43,1.0,0.83
rosegarden.csv,0.45,0.5,0.58,0.81,0.5,0.56,0.66,0.83,0.59,0.37,0.68,0.75,0.57
selenium.csv,0.4,0.46,0.81,0.49,0.4,0.46,0.53,0.64,0.58,0.47,0.57,0.68,0.51
vapor.csv,1.0,0.82,0.91,0.57,0.67,0.83,0.48,0.72,0.92,0.92,1.0,0.95,0.55
zorannt.csv,0.66,0.62,0.57,0.77,0.49,0.4,0.66,0.55,0.66,0.83,0.46,0.89,0.6
zscreen.csv,0.56,0.72,0.81,0.71,0.87,0.78,0.53,0.3,0.79,0.62,0.79,1.0,0.59
