,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.62,0.3,0.4,0.06,0.78,0.38,0.54,0.56,0.0,0.46,0.67,0.15,0.59
bacula.csv,0.48,0.43,0.66,0.4,0.8,0.58,0.49,0.41,0.47,0.5,0.53,0.99,0.38
elmo.csv,0.26,0.07,0.28,0.03,0.2,0.07,0.34,0.52,0.08,0.24,0.25,0.15,0.17
jajuk.csv,0.68,0.96,0.36,0.62,0.17,0.58,0.59,0.44,0.63,0.48,0.32,0.56,0.52
ktc.csv,0.21,0.24,0.28,0.34,0.25,0.26,0.38,0.07,0.47,0.22,0.15,0.45,0.31
neoengine.csv,0.36,0.31,0.97,0.27,0.36,0.48,0.79,0.41,0.92,0.36,0.52,0.8,0.62
omseek.csv,0.06,0.31,0.0,0.06,0.07,0.04,0.14,0.0,0.16,0.03,0.1,0.13,0.21
pcgen.csv,0.82,0.94,0.48,0.94,0.29,0.99,0.99,0.41,1.0,0.97,0.26,1.0,0.83
rosegarden.csv,0.41,0.39,0.42,0.81,0.47,0.44,0.58,0.07,0.41,0.23,0.67,0.68,0.51
selenium.csv,0.34,0.33,0.13,0.36,0.17,0.34,0.35,0.11,0.45,0.38,0.17,0.59,0.23
vapor.csv,0.0,0.8,0.91,0.17,0.16,0.83,0.18,0.56,0.92,0.01,0.0,0.0,0.44
zorannt.csv,0.3,0.46,0.4,0.05,0.22,0.2,0.41,0.22,0.63,0.13,0.16,0.45,0.35
zscreen.csv,0.51,0.69,0.15,0.66,0.87,0.7,0.42,0.11,0.1,0.56,0.77,1.0,0.46
