,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.73,0.57,0.67,0.49,0.07
encog-java.csv,0.07,0.92,0.69,0.96,0.98
h2database.csv,0.89,0.06,0.94,0.9,0.98
jaql.csv,0.44,0.61,0.67,0.05,0.66
raven-monitoring.csv,0.63,0.8,0.14,0.7,0.77
